Date,Country,City,Specie,count,min (ppb),max (ppb),median (ppb)
1/4/2018,US,Jacksonville,o3,48,8,17,11
1/4/2018,US,Houston,o3,92,1,37,11
1/4/2018,CN,Beijing,o3,419,1,22,12
1/4/2018,US,Los Angeles,o3,21,1,24,7
1/5/2018,US,Los Angeles,o3,20,1,22,2
1/5/2018,US,Houston,o3,110,1,38,17
1/5/2018,US,Jacksonville,o3,43,1,15,11
1/5/2018,CN,Beijing,o3,294,1,25,4
1/5/2018,US,Manhattan,o3,23,15,30,22
1/5/2018,CN,Shanghai,o3,214,1,31,21
1/6/2018,US,Jacksonville,o3,47,1,17,10
1/6/2018,CN,Shanghai,o3,213,1,32,14
1/6/2018,CN,Beijing,o3,426,1,28,14
1/6/2018,US,Houston,o3,103,1,47,23
1/6/2018,US,Manhattan,o3,20,17,27,23
1/6/2018,US,Los Angeles,o3,17,1,12,10
1/7/2018,US,Houston,o3,118,1,34,21
1/7/2018,US,Jacksonville,o3,46,3,17,16
1/7/2018,US,Manhattan,o3,24,3,23,19
1/7/2018,CN,Shanghai,o3,197,1,25,15
1/7/2018,US,Los Angeles,o3,21,1,32,4
1/7/2018,CN,Beijing,o3,352,1,30,10
1/8/2018,CN,Beijing,o3,446,10,33,24
1/8/2018,US,Manhattan,o3,21,1,8,4
1/8/2018,US,Jacksonville,o3,42,1,16,11
1/8/2018,US,Los Angeles,o3,15,2,18,5
1/8/2018,US,Houston,o3,118,2,34,19
1/8/2018,CN,Shanghai,o3,216,2,39,11
1/9/2018,CN,Shanghai,o3,197,4,38,25
1/9/2018,CN,Beijing,o3,449,1,37,24
1/9/2018,US,Los Angeles,o3,24,1,31,15
1/9/2018,US,Manhattan,o3,18,1,28,14
1/9/2018,US,Houston,o3,119,1,22,10
1/9/2018,US,Jacksonville,o3,45,10,16,14
1/10/2018,US,Houston,o3,120,1,24,17
1/10/2018,US,Manhattan,o3,22,1,12,4
1/10/2018,CN,Shanghai,o3,215,1,32,21
1/10/2018,CN,Beijing,o3,442,6,35,24
1/10/2018,US,Los Angeles,o3,16,1,12,2
1/10/2018,US,Jacksonville,o3,43,10,16,15
1/11/2018,US,Manhattan,o3,10,1,2,2
1/11/2018,US,Jacksonville,o3,48,1,15,11
1/11/2018,CN,Shanghai,o3,213,1,35,15
1/11/2018,US,Los Angeles,o3,11,1,27,5
1/11/2018,CN,Beijing,o3,440,1,65,20
1/11/2018,US,Houston,o3,114,1,32,12
1/12/2018,CN,Shanghai,o3,210,1,28,16
1/12/2018,US,Jacksonville,o3,46,7,16,10
1/12/2018,US,Los Angeles,o3,13,1,17,6
1/12/2018,US,Manhattan,o3,13,2,17,10
1/12/2018,US,Houston,o3,112,2,28,21
1/12/2018,CN,Beijing,o3,349,1,21,2
1/13/2018,US,Los Angeles,o3,16,1,39,6
1/13/2018,US,Manhattan,o3,23,5,27,22
1/13/2018,US,Houston,o3,115,1,30,19
1/13/2018,CN,Shanghai,o3,194,1,24,6
1/13/2018,US,Jacksonville,o3,48,6,16,9
1/13/2018,CN,Beijing,o3,331,1,15,2
1/14/2018,US,Los Angeles,o3,24,1,44,4
1/14/2018,US,Manhattan,o3,24,14,27,21
1/14/2018,US,Houston,o3,115,1,37,16
1/14/2018,US,Jacksonville,o3,45,6,16,11
1/14/2018,CN,Shanghai,o3,214,1,36,10
1/14/2018,CN,Beijing,o3,359,1,36,4
1/15/2018,CN,Beijing,o3,414,1,30,9
1/15/2018,US,Los Angeles,o3,28,0,23,4
1/15/2018,US,Manhattan,o3,24,4,22,15
1/15/2018,CN,Shanghai,o3,201,0,45,6
1/15/2018,US,Jacksonville,o3,47,4,19,12
1/15/2018,US,Houston,o3,111,1,41,23
1/16/2018,CN,Wuhan,o3,301,0,25,5
1/16/2018,US,Jacksonville,o3,48,3,19,10
1/16/2018,US,Manhattan,o3,14,1,8,2
1/16/2018,CN,Shanghai,o3,202,1,25,6
1/16/2018,US,Houston,o3,118,15,31,24
1/16/2018,CN,Beijing,o3,393,1,34,17
1/16/2018,US,Los Angeles,o3,35,1,21,10
1/17/2018,US,Manhattan,o3,15,1,15,8
1/17/2018,CN,Shanghai,o3,177,1,50,8
1/17/2018,CN,Wuhan,o3,396,1,43,17
1/17/2018,US,Jacksonville,o3,44,0,16,10
1/17/2018,US,Los Angeles,o3,26,1,33,10
1/17/2018,CN,Beijing,o3,343,1,39,9
1/17/2018,US,Houston,o3,114,1,31,22
1/18/2018,CN,Wuhan,o3,394,1,68,9
1/18/2018,US,Jacksonville,o3,48,4,18,12
1/18/2018,US,Los Angeles,o3,29,1,28,10
1/18/2018,CN,Shanghai,o3,214,2,39,21
1/18/2018,US,Manhattan,o3,24,2,23,15
1/18/2018,CN,Beijing,o3,339,1,24,2
1/18/2018,US,Houston,o3,118,1,30,11
1/19/2018,CN,Wuhan,o3,389,1,22,5
1/19/2018,US,Los Angeles,o3,42,1,28,17
1/19/2018,US,Jacksonville,o3,42,0,21,8
1/19/2018,US,Manhattan,o3,19,1,17,5
1/19/2018,CN,Beijing,o3,313,1,30,4
1/19/2018,CN,Shanghai,o3,212,1,33,17
1/19/2018,US,Houston,o3,113,1,36,14
1/20/2018,US,Los Angeles,o3,48,1,36,30
1/20/2018,US,Manhattan,o3,21,2,30,16
1/20/2018,US,Jacksonville,o3,46,0,20,9
1/20/2018,CN,Shanghai,o3,215,1,36,19
1/20/2018,CN,Beijing,o3,376,1,33,8
1/20/2018,US,Houston,o3,110,2,36,19
1/20/2018,CN,Wuhan,o3,274,0,30,2
1/21/2018,CN,Beijing,o3,446,1,24,8
1/21/2018,US,Houston,o3,120,15,39,27
1/21/2018,CN,Shanghai,o3,216,1,45,28
1/21/2018,CN,Wuhan,o3,282,0,19,2
1/21/2018,US,Jacksonville,o3,48,0,22,15
1/21/2018,US,Manhattan,o3,21,1,32,10
1/21/2018,US,Los Angeles,o3,40,1,35,15
1/22/2018,US,Manhattan,o3,15,1,19,15
1/22/2018,CN,Shanghai,o3,215,1,39,22
1/22/2018,US,Jacksonville,o3,46,1,18,14
1/22/2018,CN,Wuhan,o3,381,0,36,7
1/22/2018,US,Los Angeles,o3,23,1,29,2
1/22/2018,CN,Beijing,o3,402,1,37,19
1/22/2018,US,Houston,o3,114,1,37,23
1/23/2018,CN,Shanghai,o3,214,4,33,24
1/23/2018,US,Los Angeles,o3,19,1,32,6
1/23/2018,CN,Wuhan,o3,401,0,33,6
1/23/2018,US,Jacksonville,o3,46,4,15,11
1/23/2018,CN,Beijing,o3,453,3,35,24
1/23/2018,US,Houston,o3,91,1,35,9
1/23/2018,US,Manhattan,o3,19,2,23,15
1/24/2018,CN,Shanghai,o3,214,21,37,32
1/24/2018,US,Los Angeles,o3,23,1,29,5
1/24/2018,CN,Wuhan,o3,372,0,28,3
1/24/2018,US,Houston,o3,103,1,39,16
1/24/2018,US,Manhattan,o3,24,3,23,19
1/24/2018,CN,Beijing,o3,410,1,38,17
1/24/2018,US,Jacksonville,o3,48,2,17,12
1/25/2018,US,Manhattan,o3,23,14,29,23
1/25/2018,CN,Beijing,o3,429,1,34,19
1/25/2018,CN,Shanghai,o3,215,12,31,25
1/25/2018,CN,Wuhan,o3,395,3,113,19
1/25/2018,US,Jacksonville,o3,44,11,19,15
1/25/2018,US,Los Angeles,o3,15,1,33,10
1/25/2018,US,Houston,o3,96,1,41,20
1/26/2018,CN,Shanghai,o3,194,19,34,29
1/26/2018,CN,Beijing,o3,403,1,73,11
1/26/2018,US,Houston,o3,118,5,38,22
1/26/2018,US,Jacksonville,o3,43,6,17,16
1/26/2018,US,Manhattan,o3,24,1,23,10
1/26/2018,CN,Wuhan,o3,372,2,37,21
1/26/2018,US,Los Angeles,o3,22,1,35,4
1/27/2018,US,Los Angeles,o3,23,2,37,3
1/27/2018,US,Houston,o3,110,1,29,15
1/27/2018,CN,Shanghai,o3,198,8,31,20
1/27/2018,US,Jacksonville,o3,46,7,19,17
1/27/2018,CN,Beijing,o3,348,1,25,2
1/27/2018,US,Manhattan,o3,24,7,27,15
1/27/2018,CN,Wuhan,o3,377,4,44,28
1/28/2018,US,Manhattan,o3,46,1,29,15
1/28/2018,CN,Wuhan,o3,406,15,48,29
1/28/2018,CN,Beijing,o3,408,1,38,27
1/28/2018,CN,Shanghai,o3,201,12,31,23
1/28/2018,US,Houston,o3,112,1,36,15
1/28/2018,US,Jacksonville,o3,48,4,17,14
1/28/2018,US,Los Angeles,o3,21,1,36,4
1/29/2018,CN,Wuhan,o3,301,1,51,34
1/29/2018,US,Jacksonville,o3,48,3,15,11
1/29/2018,CN,Beijing,o3,341,1,37,27
1/29/2018,US,Houston,o3,113,1,33,19
1/29/2018,US,Manhattan,o3,48,1,28,19
1/29/2018,US,Los Angeles,o3,22,1,35,2
1/29/2018,CN,Shanghai,o3,171,14,41,29
1/30/2018,US,Los Angeles,o3,23,1,24,2
1/30/2018,CN,Wuhan,o3,377,0,58,17
1/30/2018,US,Manhattan,o3,44,10,30,19
1/30/2018,US,Jacksonville,o3,48,2,17,14
1/30/2018,US,Houston,o3,118,1,37,19
1/30/2018,CN,Beijing,o3,432,1,38,23
1/30/2018,CN,Shanghai,o3,149,2,52,23
1/31/2018,US,Manhattan,o3,44,6,32,22
1/31/2018,CN,Shanghai,o3,205,0,39,11
1/31/2018,US,Jacksonville,o3,46,2,19,6
1/31/2018,CN,Wuhan,o3,406,1,55,28
1/31/2018,US,Los Angeles,o3,17,1,22,6
1/31/2018,US,Houston,o3,111,1,43,21
1/31/2018,CN,Beijing,o3,417,1,37,24
2/1/2018,CN,Shanghai,o3,194,0,45,15
2/1/2018,US,Jacksonville,o3,46,0,21,10
2/1/2018,CN,Beijing,o3,375,1,37,17
2/1/2018,US,Houston,o3,114,1,36,22
2/1/2018,US,Los Angeles,o3,14,1,21,7
2/1/2018,CN,Wuhan,o3,364,0,47,5
2/1/2018,US,Manhattan,o3,40,1,23,10
2/2/2018,US,Manhattan,o3,45,2,33,24
2/2/2018,CN,Shanghai,o3,204,0,50,19
2/2/2018,US,Jacksonville,o3,48,5,19,14
2/2/2018,US,Los Angeles,o3,16,1,41,19
2/2/2018,CN,Wuhan,o3,395,0,73,20
2/2/2018,US,Houston,o3,120,15,32,24
2/2/2018,CN,Beijing,o3,402,4,36,28
2/3/2018,US,Houston,o3,114,1,25,16
2/3/2018,US,Jacksonville,o3,48,9,19,17
2/3/2018,CN,Wuhan,o3,403,4,42,23
2/3/2018,CN,Beijing,o3,392,1,34,22
2/3/2018,CN,Shanghai,o3,215,14,36,28
2/3/2018,US,Los Angeles,o3,17,1,55,19
2/3/2018,US,Manhattan,o3,24,10,23,18
2/4/2018,CN,Shanghai,o3,216,7,38,28
2/4/2018,US,Houston,o3,119,1,28,17
2/4/2018,CN,Wuhan,o3,407,1,42,19
2/4/2018,CN,Beijing,o3,386,1,32,17
2/4/2018,US,Jacksonville,o3,48,7,17,12
2/4/2018,US,Los Angeles,o3,21,1,55,15
2/4/2018,US,Manhattan,o3,19,1,19,12
2/5/2018,CN,Wuhan,o3,361,1,50,8
2/5/2018,US,Jacksonville,o3,47,5,17,10
2/5/2018,CN,Beijing,o3,420,1,37,25
2/5/2018,US,Manhattan,o3,24,2,30,19
2/5/2018,US,Los Angeles,o3,23,1,32,4
2/5/2018,CN,Shanghai,o3,211,1,38,18
2/5/2018,US,Houston,o3,116,3,28,16
2/6/2018,CN,Shanghai,o3,211,0,35,22
2/6/2018,US,Manhattan,o3,20,1,16,5
2/6/2018,CN,Wuhan,o3,367,0,68,8
2/6/2018,US,Los Angeles,o3,23,1,37,8
2/6/2018,CN,Beijing,o3,441,1,29,9
2/6/2018,US,Houston,o3,115,1,23,10
2/6/2018,US,Jacksonville,o3,46,1,19,7
2/7/2018,CN,Beijing,o3,399,1,81,30
2/7/2018,US,Los Angeles,o3,24,1,39,3
2/7/2018,US,Jacksonville,o3,46,5,19,15
2/7/2018,CN,Shanghai,o3,207,1,43,16
2/7/2018,US,Manhattan,o3,22,1,23,9
2/7/2018,US,Houston,o3,113,1,14,5
2/7/2018,CN,Wuhan,o3,367,0,44,5
2/8/2018,US,Manhattan,o3,24,17,29,23
2/8/2018,US,Houston,o3,110,1,31,10
2/8/2018,US,Los Angeles,o3,16,1,39,17
2/8/2018,CN,Beijing,o3,453,1,34,8
2/8/2018,CN,Shanghai,o3,206,0,41,17
2/8/2018,CN,Wuhan,o3,385,0,59,19
2/8/2018,US,Jacksonville,o3,44,2,15,8
2/9/2018,CN,Beijing,o3,412,1,39,28
2/9/2018,CN,Shanghai,o3,214,0,42,25
2/9/2018,US,Houston,o3,107,1,28,14
2/9/2018,CN,Wuhan,o3,400,1,49,10
2/9/2018,US,Jacksonville,o3,47,6,19,15
2/9/2018,US,Manhattan,o3,22,8,21,16
2/9/2018,US,Los Angeles,o3,19,1,43,15
2/10/2018,CN,Beijing,o3,456,1,39,28
2/10/2018,CN,Shanghai,o3,203,0,38,27
2/10/2018,US,Los Angeles,o3,24,8,37,31
2/10/2018,CN,Wuhan,o3,381,1,54,27
2/10/2018,US,Jacksonville,o3,47,4,11,9
2/10/2018,US,Houston,o3,107,1,20,9
2/10/2018,US,Manhattan,o3,10,1,10,2
2/11/2018,US,Manhattan,o3,3,1,5,2
2/11/2018,CN,Beijing,o3,452,1,39,30
2/11/2018,CN,Wuhan,o3,381,1,61,17
2/11/2018,US,Los Angeles,o3,23,1,44,18
2/11/2018,US,Jacksonville,o3,48,6,15,9
2/11/2018,CN,Shanghai,o3,216,2,47,27
2/11/2018,US,Houston,o3,111,1,23,15
2/12/2018,US,Los Angeles,o3,24,10,34,23
2/12/2018,CN,Wuhan,o3,323,1,57,30
2/12/2018,CN,Beijing,o3,422,3,42,29
2/12/2018,US,Houston,o3,115,3,22,10
2/12/2018,CN,Shanghai,o3,189,8,42,29
2/12/2018,US,Manhattan,o3,22,4,28,25
2/12/2018,US,Jacksonville,o3,48,1,10,7
2/13/2018,US,Manhattan,o3,24,2,28,23
2/13/2018,CN,Shanghai,o3,112,0,57,37
2/13/2018,CN,Wuhan,o3,256,0,62,30
2/13/2018,US,Los Angeles,o3,24,1,36,21
2/13/2018,US,Jacksonville,o3,45,8,11,10
2/13/2018,CN,Beijing,o3,321,1,47,10
2/13/2018,US,Houston,o3,104,1,16,6
2/14/2018,CN,Shanghai,o3,213,1,60,37
2/14/2018,US,Houston,o3,83,1,27,10
2/14/2018,US,Jacksonville,o3,42,6,11,9
2/14/2018,CN,Beijing,o3,452,1,41,29
2/14/2018,US,Los Angeles,o3,24,1,34,5
2/14/2018,US,Manhattan,o3,19,2,21,11
2/14/2018,CN,Wuhan,o3,382,0,51,12
2/15/2018,US,Manhattan,o3,9,1,2,2
2/15/2018,CN,Shanghai,o3,213,0,44,36
2/15/2018,CN,Beijing,o3,446,1,49,29
2/15/2018,US,Jacksonville,o3,44,0,18,6
2/15/2018,US,Los Angeles,o3,24,1,38,9
2/15/2018,CN,Wuhan,o3,366,1,38,19
2/15/2018,US,Houston,o3,120,6,27,15
2/16/2018,US,Manhattan,o3,17,2,29,23
2/16/2018,CN,Shanghai,o3,215,12,42,31
2/16/2018,US,Jacksonville,o3,48,2,18,9
2/16/2018,CN,Beijing,o3,473,1,48,23
2/16/2018,US,Houston,o3,118,1,25,16
2/16/2018,US,Los Angeles,o3,23,1,44,9
2/16/2018,CN,Wuhan,o3,383,3,49,16
2/17/2018,US,Houston,o3,115,1,27,12
2/17/2018,US,Los Angeles,o3,22,1,44,12
2/17/2018,CN,Wuhan,o3,384,5,51,23
2/17/2018,US,Jacksonville,o3,48,4,17,7
2/17/2018,CN,Shanghai,o3,215,2,56,38
2/17/2018,US,Manhattan,o3,24,2,32,23
2/17/2018,CN,Beijing,o3,446,1,34,14
2/18/2018,US,Houston,o3,118,1,36,12
2/18/2018,CN,Shanghai,o3,216,24,46,33
2/18/2018,CN,Beijing,o3,462,1,57,14
2/18/2018,US,Los Angeles,o3,24,1,45,28
2/18/2018,US,Manhattan,o3,24,1,32,19
2/18/2018,US,Jacksonville,o3,48,5,12,9
2/18/2018,CN,Wuhan,o3,384,14,39,27
2/19/2018,US,Houston,o3,118,12,32,21
2/19/2018,US,Los Angeles,o3,23,23,37,34
2/19/2018,CN,Shanghai,o3,215,20,51,34
2/19/2018,CN,Beijing,o3,441,1,51,18
2/19/2018,US,Manhattan,o3,19,1,27,9
2/19/2018,CN,Wuhan,o3,383,2,30,17
2/19/2018,US,Jacksonville,o3,48,4,16,9
2/20/2018,CN,Beijing,o3,473,1,47,28
2/20/2018,CN,Wuhan,o3,384,2,28,16
2/20/2018,US,Houston,o3,119,9,25,19
2/20/2018,US,Los Angeles,o3,24,2,34,29
2/20/2018,US,Manhattan,o3,15,1,10,7
2/20/2018,CN,Shanghai,o3,212,24,49,37
2/20/2018,US,Jacksonville,o3,48,2,11,8
2/21/2018,US,Houston,o3,112,1,20,10
2/21/2018,CN,Wuhan,o3,383,9,38,21
2/21/2018,US,Manhattan,o3,19,1,23,15
2/21/2018,CN,Shanghai,o3,215,25,48,37
2/21/2018,US,Los Angeles,o3,24,2,36,12
2/21/2018,CN,Beijing,o3,438,1,47,23
2/21/2018,US,Jacksonville,o3,48,2,10,8
2/22/2018,CN,Wuhan,o3,384,6,56,23
2/22/2018,US,Manhattan,o3,20,7,28,17
2/22/2018,US,Houston,o3,100,1,15,6
2/22/2018,CN,Beijing,o3,457,1,44,23
2/22/2018,US,Jacksonville,o3,46,2,17,11
2/22/2018,CN,Shanghai,o3,216,2,48,32
2/22/2018,US,Los Angeles,o3,24,1,37,19
2/23/2018,US,Jacksonville,o3,46,0,16,10
2/23/2018,CN,Wuhan,o3,384,1,78,24
2/23/2018,US,Los Angeles,o3,24,10,41,34
2/23/2018,CN,Beijing,o3,354,1,46,18
2/23/2018,CN,Shanghai,o3,214,1,60,34
2/23/2018,US,Manhattan,o3,24,1,17,9
2/23/2018,US,Houston,o3,81,1,34,15
2/24/2018,US,Los Angeles,o3,24,2,41,20
2/24/2018,US,Houston,o3,112,8,23,15
2/24/2018,CN,Wuhan,o3,383,2,50,20
2/24/2018,CN,Beijing,o3,471,6,38,23
2/24/2018,US,Manhattan,o3,24,1,15,7
2/24/2018,US,Jacksonville,o3,45,0,17,12
2/24/2018,CN,Shanghai,o3,216,17,50,39
2/25/2018,US,Los Angeles,o3,24,2,44,29
2/25/2018,US,Manhattan,o3,24,3,19,11
2/25/2018,CN,Beijing,o3,460,1,47,15
2/25/2018,US,Houston,o3,119,7,34,22
2/25/2018,CN,Shanghai,o3,216,22,51,38
2/25/2018,US,Jacksonville,o3,48,3,17,10
2/25/2018,CN,Wuhan,o3,384,1,50,20
2/26/2018,CN,Wuhan,o3,368,0,58,14
2/26/2018,US,Los Angeles,o3,22,1,41,24
2/26/2018,CN,Beijing,o3,427,1,55,9
2/26/2018,US,Jacksonville,o3,46,0,15,7
2/26/2018,US,Manhattan,o3,24,2,28,9
2/26/2018,CN,Shanghai,o3,206,3,56,32
2/26/2018,US,Houston,o3,117,8,38,21
2/27/2018,US,Houston,o3,116,2,33,15
2/27/2018,CN,Beijing,o3,377,1,43,21
2/27/2018,US,Jacksonville,o3,47,7,20,15
2/27/2018,US,Los Angeles,o3,24,2,34,29
2/27/2018,CN,Wuhan,o3,379,0,39,8
2/27/2018,US,Manhattan,o3,23,2,32,12
2/27/2018,CN,Shanghai,o3,216,19,61,45
2/28/2018,CN,Wuhan,o3,384,1,55,23
2/28/2018,US,Manhattan,o3,22,3,23,12
2/28/2018,US,Jacksonville,o3,45,1,20,14
2/28/2018,CN,Beijing,o3,478,1,47,27
2/28/2018,US,Houston,o3,115,9,32,19
2/28/2018,CN,Shanghai,o3,215,3,51,28
2/28/2018,US,Los Angeles,o3,24,1,38,14
3/1/2018,CN,Beijing,o3,468,5,45,31
3/1/2018,US,Manhattan,o3,23,1,31,18
3/1/2018,CN,Shanghai,o3,213,1,55,32
3/1/2018,US,Houston,o3,120,6,36,23
3/1/2018,US,Los Angeles,o3,24,1,38,28
3/1/2018,CN,Wuhan,o3,367,0,38,18
3/1/2018,US,Jacksonville,o3,46,6,16,12
3/2/2018,CN,Beijing,o3,479,1,49,14
3/2/2018,US,Manhattan,o3,24,16,36,21
3/2/2018,US,Houston,o3,118,2,45,19
3/2/2018,CN,Shanghai,o3,215,25,45,35
3/2/2018,US,Los Angeles,o3,24,4,21,15
3/2/2018,CN,Wuhan,o3,383,0,42,17
3/2/2018,US,Jacksonville,o3,48,11,23,16
3/3/2018,CN,Shanghai,o3,206,11,45,30
3/3/2018,US,Jacksonville,o3,48,6,22,17
3/3/2018,US,Los Angeles,o3,23,3,38,23
3/3/2018,US,Houston,o3,113,1,54,33
3/3/2018,CN,Beijing,o3,414,1,52,6
3/3/2018,CN,Wuhan,o3,379,0,43,8
3/3/2018,US,Manhattan,o3,24,21,30,24
3/4/2018,CN,Shanghai,o3,214,3,60,37
3/4/2018,US,Los Angeles,o3,24,2,39,12
3/4/2018,US,Houston,o3,119,23,44,34
3/4/2018,CN,Beijing,o3,447,1,37,15
3/4/2018,US,Jacksonville,o3,48,2,23,14
3/4/2018,CN,Wuhan,o3,381,0,34,6
3/4/2018,US,Manhattan,o3,23,22,30,25
3/5/2018,US,Los Angeles,o3,21,0,39,17
3/5/2018,CN,Wuhan,o3,381,4,49,23
3/5/2018,US,Manhattan,o3,24,15,27,21
3/5/2018,US,Jacksonville,o3,47,0,23,12
3/5/2018,US,Houston,o3,118,2,38,23
3/5/2018,CN,Shanghai,o3,216,19,48,37
3/5/2018,CN,Beijing,o3,431,1,37,16
3/6/2018,CN,Shanghai,o3,213,31,54,43
3/6/2018,US,Manhattan,o3,24,10,32,22
3/6/2018,US,Houston,o3,118,5,45,33
3/6/2018,CN,Wuhan,o3,384,2,44,20
3/6/2018,CN,Beijing,o3,469,1,37,18
3/6/2018,US,Jacksonville,o3,46,2,23,17
3/7/2018,CN,Wuhan,o3,383,3,35,21
3/7/2018,US,Los Angeles,o3,10,1,28,15
3/7/2018,US,Manhattan,o3,24,15,30,23
3/7/2018,CN,Beijing,o3,466,1,36,14
3/7/2018,CN,Shanghai,o3,215,19,45,30
3/7/2018,US,Houston,o3,119,1,45,32
3/7/2018,US,Jacksonville,o3,48,12,21,17
3/8/2018,CN,Wuhan,o3,382,1,62,20
3/8/2018,CN,Beijing,o3,460,1,41,23
3/8/2018,US,Jacksonville,o3,44,8,21,14
3/8/2018,US,Los Angeles,o3,17,1,41,19
3/8/2018,US,Houston,o3,120,2,54,32
3/8/2018,CN,Shanghai,o3,214,23,51,37
3/8/2018,US,Manhattan,o3,24,11,25,20
3/9/2018,US,Houston,o3,115,1,52,33
3/9/2018,CN,Beijing,o3,456,1,54,9
3/9/2018,US,Jacksonville,o3,46,6,23,17
3/9/2018,US,Manhattan,o3,22,10,28,19
3/9/2018,CN,Shanghai,o3,214,2,46,30
3/9/2018,CN,Wuhan,o3,371,1,59,17
3/9/2018,US,Los Angeles,o3,21,1,32,14
3/10/2018,CN,Beijing,o3,438,1,57,23
3/10/2018,CN,Shanghai,o3,216,6,71,32
3/10/2018,CN,Wuhan,o3,349,1,60,19
3/10/2018,US,Jacksonville,o3,48,3,29,16
3/10/2018,US,Los Angeles,o3,24,7,24,14
3/10/2018,US,Houston,o3,114,5,55,27
3/10/2018,US,Manhattan,o3,22,18,32,28
3/11/2018,CN,Beijing,o3,473,1,39,21
3/11/2018,US,Los Angeles,o3,24,1,28,18
3/11/2018,CN,Shanghai,o3,216,3,62,39
3/11/2018,CN,Wuhan,o3,382,1,58,18
3/11/2018,US,Houston,o3,115,15,39,24
3/11/2018,US,Jacksonville,o3,48,0,25,16
3/11/2018,US,Manhattan,o3,24,19,35,25
3/12/2018,CN,Shanghai,o3,211,14,59,35
3/12/2018,CN,Wuhan,o3,347,0,78,14
3/12/2018,CN,Beijing,o3,443,1,58,10
3/12/2018,US,Manhattan,o3,23,3,28,23
3/12/2018,US,Los Angeles,o3,24,2,32,11
3/12/2018,US,Houston,o3,118,6,41,32
3/12/2018,US,Jacksonville,o3,46,8,19,14
3/13/2018,CN,Wuhan,o3,381,0,58,12
3/13/2018,US,Jacksonville,o3,48,6,23,15
3/13/2018,US,Manhattan,o3,24,15,32,28
3/13/2018,CN,Shanghai,o3,214,4,60,29
3/13/2018,CN,Beijing,o3,416,1,77,19
3/13/2018,US,Houston,o3,106,1,49,27
3/13/2018,US,Los Angeles,o3,24,1,21,10
3/14/2018,US,Manhattan,o3,24,15,28,23
3/14/2018,US,Jacksonville,o3,48,5,23,15
3/14/2018,CN,Wuhan,o3,407,0,51,17
3/14/2018,US,Houston,o3,120,1,58,32
3/14/2018,CN,Shanghai,o3,215,12,51,29
3/14/2018,CN,Beijing,o3,449,1,60,15
3/14/2018,US,Los Angeles,o3,24,9,37,31
3/15/2018,US,Houston,o3,117,1,56,36
3/15/2018,US,Los Angeles,o3,24,15,39,28
3/15/2018,US,Manhattan,o3,22,23,38,28
3/15/2018,US,Jacksonville,o3,48,3,25,17
3/15/2018,CN,Beijing,o3,463,1,49,30
3/15/2018,CN,Shanghai,o3,208,2,32,11
3/15/2018,CN,Wuhan,o3,389,0,58,14
3/16/2018,US,Houston,o3,111,11,41,29
3/16/2018,US,Manhattan,o3,24,18,29,25
3/16/2018,CN,Wuhan,o3,396,1,47,21
3/16/2018,CN,Beijing,o3,458,3,51,28
3/16/2018,US,Jacksonville,o3,46,11,28,20
3/16/2018,US,Los Angeles,o3,24,5,35,22
3/16/2018,CN,Shanghai,o3,208,25,60,37
3/17/2018,US,Houston,o3,92,7,46,22
3/17/2018,CN,Beijing,o3,387,1,29,5
3/17/2018,US,Manhattan,o3,24,22,37,29
3/17/2018,US,Los Angeles,o3,24,6,38,31
3/17/2018,CN,Wuhan,o3,398,1,44,15
3/17/2018,US,Jacksonville,o3,48,2,25,15
3/17/2018,CN,Shanghai,o3,199,25,49,37
3/18/2018,CN,Beijing,o3,323,1,51,19
3/18/2018,CN,Shanghai,o3,211,0,44,31
3/18/2018,US,Manhattan,o3,24,15,36,29
3/18/2018,US,Houston,o3,96,4,55,23
3/18/2018,CN,Wuhan,o3,408,1,33,17
3/18/2018,US,Jacksonville,o3,48,9,19,15
3/18/2018,US,Los Angeles,o3,24,2,39,23
3/19/2018,US,Houston,o3,105,3,49,30
3/19/2018,US,Manhattan,o3,23,1,37,23
3/19/2018,US,Los Angeles,o3,24,1,43,19
3/19/2018,CN,Wuhan,o3,407,6,31,16
3/19/2018,CN,Beijing,o3,388,1,51,24
3/19/2018,US,Jacksonville,o3,48,4,16,9
3/19/2018,CN,Shanghai,o3,212,2,39,30
3/20/2018,CN,Wuhan,o3,390,4,58,29
3/20/2018,CN,Beijing,o3,444,1,46,21
3/20/2018,US,Jacksonville,o3,48,6,22,10
3/20/2018,US,Los Angeles,o3,24,1,41,20
3/20/2018,US,Manhattan,o3,22,7,24,16
3/20/2018,CN,Shanghai,o3,161,5,42,17
3/20/2018,US,Houston,o3,120,4,48,31
3/21/2018,US,Los Angeles,o3,24,1,33,9
3/21/2018,US,Houston,o3,115,1,58,33
3/21/2018,CN,Beijing,o3,459,1,51,14
3/21/2018,US,Manhattan,o3,24,17,29,27
3/21/2018,CN,Shanghai,o3,215,4,32,19
3/21/2018,US,Jacksonville,o3,42,11,21,18
3/21/2018,CN,Wuhan,o3,407,1,58,22
3/22/2018,CN,Wuhan,o3,379,0,58,9
3/22/2018,US,Los Angeles,o3,20,1,20,15
3/22/2018,US,Jacksonville,o3,48,12,23,17
3/22/2018,US,Houston,o3,112,1,57,37
3/22/2018,US,Manhattan,o3,24,11,36,28
3/22/2018,CN,Beijing,o3,432,1,58,17
3/22/2018,CN,Shanghai,o3,190,0,56,24
