Date,Country,City,Specie,count,min (ppb),max (ppb),median (ppb)
1/8/2019,US,Houston,o3,109,1,39,16
1/8/2019,CN,Wuhan,o3,408,1,31,11
1/8/2019,CN,Shanghai,o3,780,4,56,23
1/8/2019,CN,Beijing,o3,470,0,33,19
1/8/2019,US,Manhattan,o3,24,5,23,18
1/8/2019,US,Los Angeles,o3,23,1,25,2
1/8/2019,US,Jacksonville,o3,79,0,17,10
1/9/2019,US,Houston,o3,113,1,32,20
1/9/2019,CN,Shanghai,o3,777,1,32,16
1/9/2019,US,Manhattan,o3,22,5,33,20
1/9/2019,US,Los Angeles,o3,18,1,28,8
1/9/2019,CN,Beijing,o3,418,0,58,5
1/9/2019,CN,Wuhan,o3,387,1,25,5
1/9/2019,US,Jacksonville,o3,120,7,18,12
1/10/2019,US,Manhattan,o3,23,17,25,20
1/10/2019,US,Los Angeles,o3,17,1,23,11
1/10/2019,CN,Wuhan,o3,386,1,21,6
1/10/2019,US,Houston,o3,94,1,36,19
1/10/2019,CN,Shanghai,o3,784,1,30,10
1/10/2019,US,Jacksonville,o3,108,1,17,14
1/10/2019,CN,Beijing,o3,332,0,19,2
1/11/2019,CN,Wuhan,o3,375,1,124,4
1/11/2019,CN,Beijing,o3,365,0,16,2
1/11/2019,US,Manhattan,o3,20,23,29,25
1/11/2019,US,Los Angeles,o3,19,1,24,2
1/11/2019,US,Jacksonville,o3,132,0,18,15
1/11/2019,US,Houston,o3,106,1,46,27
1/11/2019,CN,Shanghai,o3,760,0,30,7
1/12/2019,US,Los Angeles,o3,23,1,32,21
1/12/2019,CN,Beijing,o3,355,0,11,2
1/12/2019,US,Jacksonville,o3,142,3,18,15
1/12/2019,CN,Shanghai,o3,775,0,28,4
1/12/2019,US,Houston,o3,115,15,34,23
1/12/2019,US,Manhattan,o3,24,17,23,20
1/12/2019,CN,Wuhan,o3,377,1,41,6
1/13/2019,CN,Wuhan,o3,384,1,47,4
1/13/2019,US,Los Angeles,o3,14,1,29,17
1/13/2019,US,Jacksonville,o3,144,7,17,11
1/13/2019,CN,Beijing,o3,404,0,35,4
1/13/2019,US,Houston,o3,114,1,29,19
1/13/2019,US,Manhattan,o3,24,15,24,19
1/13/2019,CN,Shanghai,o3,711,1,41,11
1/14/2019,CN,Wuhan,o3,402,1,25,4
1/14/2019,US,Manhattan,o3,22,9,23,18
1/14/2019,US,Houston,o3,112,1,28,15
1/14/2019,US,Jacksonville,o3,138,6,11,9
1/14/2019,US,Los Angeles,o3,24,3,27,18
1/14/2019,CN,Shanghai,o3,763,0,47,20
1/14/2019,CN,Beijing,o3,368,0,31,5
1/15/2019,CN,Wuhan,o3,397,1,43,6
1/15/2019,US,Jacksonville,o3,128,4,10,7
1/15/2019,CN,Beijing,o3,453,1,32,23
1/15/2019,US,Manhattan,o3,22,1,21,9
1/15/2019,CN,Shanghai,o3,774,1,54,28
1/15/2019,US,Los Angeles,o3,24,3,28,15
1/15/2019,US,Houston,o3,113,1,23,10
1/16/2019,CN,Beijing,o3,447,0,28,4
1/16/2019,US,Manhattan,o3,14,1,18,11
1/16/2019,US,Houston,o3,114,1,28,15
1/16/2019,US,Los Angeles,o3,24,3,27,17
1/16/2019,CN,Wuhan,o3,395,1,37,10
1/16/2019,CN,Shanghai,o3,693,2,47,20
1/16/2019,US,Jacksonville,o3,108,2,17,7
1/17/2019,CN,Beijing,o3,397,0,28,2
1/17/2019,US,Jacksonville,o3,117,0,19,7
1/17/2019,US,Los Angeles,o3,23,4,21,15
1/17/2019,US,Houston,o3,115,1,32,17
1/17/2019,CN,Shanghai,o3,644,0,29,5
1/17/2019,US,Manhattan,o3,21,10,24,18
1/17/2019,CN,Wuhan,o3,337,0,35,4
1/18/2019,US,Los Angeles,o3,20,1,21,2
1/18/2019,CN,Beijing,o3,356,0,30,2
1/18/2019,CN,Shanghai,o3,709,0,55,18
1/18/2019,US,Jacksonville,o3,141,1,19,12
1/18/2019,US,Manhattan,o3,24,1,11,5
1/18/2019,US,Houston,o3,86,1,23,7
1/18/2019,CN,Wuhan,o3,331,1,31,4
1/19/2019,US,Manhattan,o3,24,6,20,14
1/19/2019,US,Los Angeles,o3,23,1,34,3
1/19/2019,CN,Beijing,o3,473,0,33,17
1/19/2019,CN,Wuhan,o3,337,0,62,4
1/19/2019,US,Houston,o3,92,4,28,18
1/19/2019,US,Jacksonville,o3,144,5,23,17
1/19/2019,CN,Shanghai,o3,752,0,43,9
1/20/2019,CN,Beijing,o3,478,0,34,23
1/20/2019,US,Manhattan,o3,23,2,27,20
1/20/2019,US,Houston,o3,96,1,34,22
1/20/2019,US,Jacksonville,o3,144,6,17,11
1/20/2019,US,Los Angeles,o3,24,1,29,5
1/20/2019,CN,Wuhan,o3,405,2,55,17
1/20/2019,CN,Shanghai,o3,774,0,45,20
1/21/2019,US,Manhattan,o3,24,24,30,28
1/21/2019,US,Los Angeles,o3,21,7,34,29
1/21/2019,US,Houston,o3,88,1,37,21
1/21/2019,CN,Shanghai,o3,774,0,34,16
1/21/2019,CN,Beijing,o3,451,0,39,11
1/21/2019,CN,Wuhan,o3,405,1,46,9
1/21/2019,US,Jacksonville,o3,144,9,19,14
1/22/2019,CN,Beijing,o3,414,0,34,7
1/22/2019,US,Houston,o3,95,8,36,28
1/22/2019,US,Los Angeles,o3,23,1,31,19
1/22/2019,US,Manhattan,o3,23,2,28,20
1/22/2019,CN,Wuhan,o3,389,1,66,11
1/22/2019,US,Jacksonville,o3,135,5,19,17
1/22/2019,CN,Shanghai,o3,696,0,48,6
1/23/2019,CN,Beijing,o3,419,0,31,9
1/23/2019,CN,Shanghai,o3,714,0,55,7
1/23/2019,US,Manhattan,o3,21,1,19,8
1/23/2019,US,Los Angeles,o3,17,1,23,7
1/23/2019,US,Jacksonville,o3,135,4,18,16
1/23/2019,US,Houston,o3,104,1,30,15
1/23/2019,CN,Wuhan,o3,348,1,60,8
1/24/2019,US,Jacksonville,o3,137,9,17,14
1/24/2019,US,Los Angeles,o3,16,1,28,3
1/24/2019,CN,Beijing,o3,432,0,29,4
1/24/2019,US,Manhattan,o3,23,7,25,19
1/24/2019,CN,Wuhan,o3,372,0,63,16
1/24/2019,US,Houston,o3,92,1,54,9
1/24/2019,CN,Shanghai,o3,744,0,58,16
1/25/2019,CN,Shanghai,o3,751,0,50,27
1/25/2019,US,Houston,o3,106,1,42,20
1/25/2019,CN,Wuhan,o3,369,0,55,14
1/25/2019,CN,Beijing,o3,372,0,34,20
1/25/2019,US,Jacksonville,o3,144,1,17,9
1/25/2019,US,Los Angeles,o3,11,1,28,1
1/25/2019,US,Manhattan,o3,23,9,28,24
1/26/2019,US,Manhattan,o3,23,9,28,19
1/26/2019,CN,Beijing,o3,62,1,23,8
1/26/2019,US,Houston,o3,107,1,41,20
1/26/2019,CN,Wuhan,o3,396,1,45,9
1/26/2019,US,Los Angeles,o3,22,1,32,3
1/26/2019,CN,Shanghai,o3,786,4,37,25
1/26/2019,US,Jacksonville,o3,144,0,18,11
1/27/2019,US,Los Angeles,o3,24,1,35,5
1/27/2019,CN,Wuhan,o3,406,0,37,10
1/27/2019,US,Manhattan,o3,23,1,28,17
1/27/2019,CN,Shanghai,o3,788,0,45,20
1/27/2019,US,Houston,o3,118,1,43,23
1/27/2019,US,Jacksonville,o3,144,5,19,16
1/27/2019,CN,Beijing,o3,340,0,34,8
1/28/2019,US,Houston,o3,117,1,45,22
1/28/2019,US,Manhattan,o3,23,7,27,22
1/28/2019,US,Los Angeles,o3,17,1,21,3
1/28/2019,CN,Beijing,o3,475,0,33,19
1/28/2019,CN,Wuhan,o3,395,1,30,7
1/28/2019,US,Jacksonville,o3,144,3,19,17
1/28/2019,CN,Shanghai,o3,776,0,39,11
1/29/2019,CN,Shanghai,o3,767,1,41,18
1/29/2019,US,Manhattan,o3,23,1,19,9
1/29/2019,US,Jacksonville,o3,138,0,19,11
1/29/2019,CN,Beijing,o3,432,0,21,3
1/29/2019,US,Houston,o3,119,15,36,25
1/29/2019,CN,Wuhan,o3,382,1,21,4
1/29/2019,US,Los Angeles,o3,15,1,28,17
1/30/2019,US,Jacksonville,o3,144,2,17,11
1/30/2019,CN,Shanghai,o3,799,1,50,11
1/30/2019,CN,Wuhan,o3,382,0,12,3
1/30/2019,US,Houston,o3,115,2,33,21
1/30/2019,US,Manhattan,o3,24,9,30,22
1/30/2019,CN,Beijing,o3,446,0,30,22
1/30/2019,US,Los Angeles,o3,20,1,25,10
1/31/2019,US,Houston,o3,120,5,31,21
1/31/2019,US,Los Angeles,o3,21,1,23,6
1/31/2019,US,Manhattan,o3,24,10,27,19
1/31/2019,CN,Beijing,o3,365,0,37,21
1/31/2019,CN,Shanghai,o3,807,2,48,28
1/31/2019,US,Jacksonville,o3,135,1,19,16
1/31/2019,CN,Wuhan,o3,408,5,41,18
2/1/2019,US,Manhattan,o3,24,7,22,16
2/1/2019,US,Los Angeles,o3,20,1,29,10
2/1/2019,CN,Shanghai,o3,802,3,45,24
2/1/2019,CN,Beijing,o3,435,0,36,6
2/1/2019,US,Houston,o3,119,1,32,19
2/1/2019,CN,Wuhan,o3,408,1,61,25
2/1/2019,US,Jacksonville,o3,136,11,19,17
2/2/2019,US,Los Angeles,o3,24,7,32,20
2/2/2019,US,Jacksonville,o3,144,9,17,15
2/2/2019,US,Houston,o3,115,6,34,19
2/2/2019,CN,Beijing,o3,433,0,23,4
2/2/2019,CN,Wuhan,o3,407,1,28,15
2/2/2019,US,Manhattan,o3,24,6,19,10
2/2/2019,CN,Shanghai,o3,812,5,49,30
2/3/2019,US,Houston,o3,120,5,29,20
2/3/2019,US,Manhattan,o3,22,1,28,6
2/3/2019,CN,Beijing,o3,468,0,43,25
2/3/2019,US,Los Angeles,o3,24,10,30,21
2/3/2019,CN,Wuhan,o3,408,1,43,20
2/3/2019,CN,Shanghai,o3,810,1,33,16
2/3/2019,US,Jacksonville,o3,144,9,16,14
2/4/2019,CN,Shanghai,o3,813,4,45,28
2/4/2019,CN,Beijing,o3,473,0,34,17
2/4/2019,CN,Wuhan,o3,404,1,34,12
2/4/2019,US,Jacksonville,o3,144,2,19,10
2/4/2019,US,Houston,o3,113,1,27,12
2/4/2019,US,Manhattan,o3,21,1,16,8
2/4/2019,US,Los Angeles,o3,24,6,29,17
2/5/2019,US,Houston,o3,119,1,21,10
2/5/2019,US,Jacksonville,o3,120,0,19,8
2/5/2019,CN,Beijing,o3,479,0,29,12
2/5/2019,US,Los Angeles,o3,24,5,33,24
2/5/2019,CN,Wuhan,o3,383,1,54,15
2/5/2019,US,Manhattan,o3,22,1,604,8
2/5/2019,CN,Shanghai,o3,812,11,45,29
2/6/2019,CN,Shanghai,o3,811,0,48,21
2/6/2019,CN,Wuhan,o3,402,1,32,12
2/6/2019,US,Houston,o3,111,10,23,15
2/6/2019,US,Los Angeles,o3,24,17,32,28
2/6/2019,US,Manhattan,o3,46,6,604,15
2/6/2019,CN,Beijing,o3,476,4,39,15
2/6/2019,US,Jacksonville,o3,132,0,21,10
2/7/2019,US,Los Angeles,o3,24,1,31,6
2/7/2019,CN,Shanghai,o3,807,8,41,31
2/7/2019,US,Jacksonville,o3,144,1,23,15
2/7/2019,CN,Beijing,o3,463,7,39,25
2/7/2019,US,Houston,o3,120,7,31,16
2/7/2019,CN,Wuhan,o3,401,2,29,12
2/7/2019,US,Manhattan,o3,39,2,604,12
2/8/2019,US,Manhattan,o3,29,2,604,30
2/8/2019,CN,Wuhan,o3,406,3,36,22
2/8/2019,US,Houston,o3,116,10,25,18
2/8/2019,CN,Beijing,o3,461,4,34,21
2/8/2019,CN,Shanghai,o3,803,18,39,28
2/8/2019,US,Jacksonville,o3,144,1,28,15
2/8/2019,US,Los Angeles,o3,24,1,32,6
2/9/2019,US,Houston,o3,111,9,32,20
2/9/2019,US,Manhattan,o3,36,22,604,29
2/9/2019,CN,Beijing,o3,471,0,32,23
2/9/2019,US,Los Angeles,o3,24,1,34,22
2/9/2019,US,Jacksonville,o3,129,15,19,18
2/9/2019,CN,Wuhan,o3,391,4,29,18
2/9/2019,CN,Shanghai,o3,815,21,38,30
2/10/2019,US,Los Angeles,o3,24,6,35,27
2/10/2019,CN,Beijing,o3,465,1,28,17
2/10/2019,US,Houston,o3,114,3,36,21
2/10/2019,US,Jacksonville,o3,141,9,19,17
2/10/2019,CN,Wuhan,o3,408,2,60,20
2/10/2019,US,Manhattan,o3,29,15,604,23
2/10/2019,CN,Shanghai,o3,807,14,36,27
2/11/2019,CN,Shanghai,o3,809,14,43,27
2/11/2019,CN,Wuhan,o3,407,1,42,17
2/11/2019,CN,Beijing,o3,468,0,36,12
2/11/2019,US,Los Angeles,o3,24,1,34,21
2/11/2019,US,Manhattan,o3,35,4,604,15
2/11/2019,US,Jacksonville,o3,144,1,17,9
2/11/2019,US,Houston,o3,118,6,32,18
2/12/2019,US,Manhattan,o3,32,14,604,22
2/12/2019,US,Jacksonville,o3,144,1,18,9
2/12/2019,CN,Beijing,o3,451,1,28,15
2/12/2019,CN,Wuhan,o3,400,1,21,8
2/12/2019,US,Houston,o3,118,2,35,21
2/12/2019,CN,Shanghai,o3,811,2,44,25
2/12/2019,US,Los Angeles,o3,22,1,33,6
2/13/2019,CN,Beijing,o3,455,0,34,16
2/13/2019,CN,Shanghai,o3,796,17,46,36
2/13/2019,CN,Wuhan,o3,398,1,18,9
2/13/2019,US,Houston,o3,114,1,42,22
2/13/2019,US,Jacksonville,o3,141,11,21,15
2/13/2019,US,Los Angeles,o3,23,1,31,21
2/13/2019,US,Manhattan,o3,39,2,604,23
2/14/2019,CN,Wuhan,o3,402,2,19,10
2/14/2019,CN,Beijing,o3,441,0,25,14
2/14/2019,US,Manhattan,o3,38,1,604,31
2/14/2019,US,Los Angeles,o3,22,6,29,18
2/14/2019,CN,Shanghai,o3,811,12,47,33
2/14/2019,US,Houston,o3,116,1,44,28
2/14/2019,US,Jacksonville,o3,141,1,21,12
2/15/2019,US,Los Angeles,o3,23,1,33,23
2/15/2019,CN,Wuhan,o3,406,2,21,8
2/15/2019,US,Jacksonville,o3,144,1,21,10
2/15/2019,US,Houston,o3,120,4,47,23
2/15/2019,CN,Shanghai,o3,809,7,42,25
2/15/2019,CN,Beijing,o3,447,3,33,27
2/15/2019,US,Manhattan,o3,27,1,604,9
2/16/2019,US,Manhattan,o3,29,20,604,28
2/16/2019,CN,Wuhan,o3,407,2,27,12
2/16/2019,US,Los Angeles,o3,24,15,34,27
2/16/2019,CN,Beijing,o3,440,15,36,25
2/16/2019,CN,Shanghai,o3,814,18,45,30
2/16/2019,US,Jacksonville,o3,141,5,19,15
2/16/2019,US,Houston,o3,113,1,32,14
2/17/2019,CN,Wuhan,o3,408,4,39,21
2/17/2019,US,Manhattan,o3,39,12,604,24
2/17/2019,US,Houston,o3,118,1,23,10
2/17/2019,US,Los Angeles,o3,24,8,34,28
2/17/2019,CN,Beijing,o3,440,0,36,22
2/17/2019,US,Jacksonville,o3,144,5,18,14
2/17/2019,CN,Shanghai,o3,813,21,48,32
2/18/2019,US,Jacksonville,o3,144,1,17,10
2/18/2019,US,Manhattan,o3,36,6,604,29
2/18/2019,US,Houston,o3,116,9,32,22
2/18/2019,CN,Beijing,o3,444,0,34,11
2/18/2019,CN,Wuhan,o3,407,3,28,12
2/18/2019,US,Los Angeles,o3,23,5,32,27
2/18/2019,CN,Shanghai,o3,809,2,39,22
2/19/2019,CN,Beijing,o3,433,0,44,15
2/19/2019,CN,Shanghai,o3,806,0,35,9
2/19/2019,US,Houston,o3,119,2,30,17
2/19/2019,US,Los Angeles,o3,20,1,35,21
2/19/2019,CN,Wuhan,o3,399,1,30,14
2/19/2019,US,Jacksonville,o3,144,11,17,14
2/19/2019,US,Manhattan,o3,29,23,604,30
2/20/2019,US,Jacksonville,o3,141,4,15,10
2/20/2019,US,Los Angeles,o3,22,1,28,12
2/20/2019,CN,Shanghai,o3,803,2,47,16
2/20/2019,US,Houston,o3,119,2,37,17
2/20/2019,CN,Beijing,o3,443,0,44,24
2/20/2019,US,Manhattan,o3,35,6,604,23
2/20/2019,CN,Wuhan,o3,294,1,25,12
2/21/2019,CN,Wuhan,o3,373,4,33,15
2/21/2019,US,Houston,o3,115,4,25,17
2/21/2019,US,Jacksonville,o3,138,1,15,6
2/21/2019,US,Los Angeles,o3,24,1,32,16
2/21/2019,CN,Beijing,o3,445,0,57,17
2/21/2019,CN,Shanghai,o3,802,12,49,32
2/21/2019,US,Manhattan,o3,34,4,604,23
2/22/2019,US,Jacksonville,o3,138,0,18,8
2/22/2019,CN,Wuhan,o3,249,2,56,30
2/22/2019,CN,Beijing,o3,453,0,37,7
2/22/2019,US,Manhattan,o3,30,20,604,31
2/22/2019,US,Los Angeles,o3,19,1,36,4
2/22/2019,US,Houston,o3,117,1,21,9
2/22/2019,CN,Shanghai,o3,813,14,45,25
2/23/2019,US,Manhattan,o3,34,9,604,23
2/23/2019,CN,Beijing,o3,373,0,59,24
2/23/2019,US,Los Angeles,o3,24,2,38,16
2/23/2019,US,Jacksonville,o3,144,3,19,9
2/23/2019,CN,Wuhan,o3,152,0,30,6
2/23/2019,CN,Shanghai,o3,812,1,60,21
2/23/2019,US,Houston,o3,114,1,42,15
2/24/2019,CN,Shanghai,o3,795,0,61,30
2/24/2019,US,Jacksonville,o3,144,0,16,10
2/24/2019,US,Los Angeles,o3,24,1,42,14
2/24/2019,US,Houston,o3,115,12,41,27
2/24/2019,CN,Beijing,o3,438,0,44,18
2/24/2019,US,Manhattan,o3,35,6,604,32
2/25/2019,US,Jacksonville,o3,144,8,22,17
2/25/2019,CN,Shanghai,o3,793,0,58,21
2/25/2019,US,Los Angeles,o3,19,1,37,19
2/25/2019,US,Manhattan,o3,30,29,604,34
2/25/2019,US,Houston,o3,120,6,36,22
2/25/2019,CN,Beijing,o3,389,0,35,15
2/26/2019,CN,Beijing,o3,395,0,72,6
2/26/2019,CN,Wuhan,o3,272,1,45,15
2/26/2019,CN,Shanghai,o3,804,1,59,33
2/26/2019,US,Los Angeles,o3,19,1,31,18
2/26/2019,US,Manhattan,o3,34,22,604,31
2/26/2019,US,Jacksonville,o3,144,8,19,17
2/26/2019,US,Houston,o3,106,1,24,16
2/27/2019,US,Jacksonville,o3,102,1,19,9
2/27/2019,US,Manhattan,o3,36,15,604,24
2/27/2019,US,Los Angeles,o3,24,1,31,17
2/27/2019,US,Houston,o3,90,1,28,11
2/27/2019,CN,Shanghai,o3,804,5,45,25
2/27/2019,CN,Wuhan,o3,397,1,44,24
2/27/2019,CN,Beijing,o3,410,0,64,18
2/28/2019,US,Jacksonville,o3,126,2,17,9
2/28/2019,CN,Wuhan,o3,405,1,147,14
2/28/2019,US,Houston,o3,73,1,11,3
2/28/2019,US,Manhattan,o3,41,8,604,28
2/28/2019,US,Los Angeles,o3,24,3,22,11
2/28/2019,CN,Shanghai,o3,800,3,46,23
2/28/2019,CN,Beijing,o3,433,0,61,19
3/1/2019,US,Los Angeles,o3,24,6,27,14
3/1/2019,US,Houston,o3,84,1,19,6
3/1/2019,CN,Shanghai,o3,796,0,60,31
3/1/2019,CN,Wuhan,o3,383,1,48,8
3/1/2019,US,Jacksonville,o3,138,1,16,6
3/1/2019,US,Manhattan,o3,38,6,604,25
3/1/2019,CN,Beijing,o3,438,0,58,19
3/2/2019,CN,Shanghai,o3,808,6,57,32
3/2/2019,US,Manhattan,o3,35,10,604,28
3/2/2019,CN,Wuhan,o3,408,2,148,17
3/2/2019,CN,Beijing,o3,428,0,63,25
3/2/2019,US,Los Angeles,o3,24,2,22,17
3/2/2019,US,Houston,o3,77,1,25,6
3/2/2019,US,Jacksonville,o3,138,1,6,4
3/3/2019,US,Manhattan,o3,28,2,604,25
3/3/2019,US,Houston,o3,80,1,23,8
3/3/2019,CN,Shanghai,o3,811,1,56,20
3/3/2019,CN,Beijing,o3,449,0,58,25
3/3/2019,CN,Wuhan,o3,408,1,64,29
3/3/2019,US,Los Angeles,o3,24,15,29,24
3/3/2019,US,Jacksonville,o3,132,0,10,7
3/4/2019,CN,Beijing,o3,444,0,66,20
3/4/2019,CN,Shanghai,o3,791,2,62,24
3/4/2019,US,Los Angeles,o3,24,1,29,17
3/4/2019,US,Houston,o3,88,11,31,22
3/4/2019,US,Jacksonville,o3,138,5,14,9
3/4/2019,CN,Wuhan,o3,370,1,99,23
3/4/2019,US,Manhattan,o3,36,18,604,36
3/5/2019,CN,Beijing,o3,407,0,47,29
3/5/2019,US,Manhattan,o3,38,20,604,29
3/5/2019,US,Houston,o3,101,1,41,28
3/5/2019,CN,Shanghai,o3,803,1,57,34
3/5/2019,US,Jacksonville,o3,144,7,18,10
3/5/2019,US,Los Angeles,o3,21,1,24,12
3/5/2019,CN,Wuhan,o3,403,1,54,20
3/6/2019,US,Houston,o3,113,1,51,30
3/6/2019,CN,Shanghai,o3,807,4,65,43
3/6/2019,US,Jacksonville,o3,135,4,21,17
3/6/2019,US,Manhattan,o3,40,20,604,32
3/6/2019,CN,Wuhan,o3,396,0,64,19
3/6/2019,US,Los Angeles,o3,24,4,27,16
3/6/2019,CN,Beijing,o3,442,0,66,30
3/7/2019,CN,Beijing,o3,439,0,45,21
3/7/2019,CN,Wuhan,o3,395,4,64,36
3/7/2019,US,Manhattan,o3,34,11,604,28
3/7/2019,CN,Shanghai,o3,808,17,63,41
3/7/2019,US,Jacksonville,o3,144,0,25,11
3/7/2019,US,Los Angeles,o3,24,5,32,28
3/7/2019,US,Houston,o3,120,2,39,23
3/8/2019,CN,Beijing,o3,434,0,51,15
3/8/2019,US,Jacksonville,o3,144,0,25,17
3/8/2019,CN,Wuhan,o3,408,3,58,29
3/8/2019,US,Houston,o3,117,9,27,19
3/8/2019,CN,Shanghai,o3,806,2,51,33
3/8/2019,US,Los Angeles,o3,24,9,36,27
3/8/2019,US,Manhattan,o3,36,2,604,23
3/9/2019,CN,Shanghai,o3,808,0,42,7
3/9/2019,US,Los Angeles,o3,24,5,35,18
3/9/2019,CN,Beijing,o3,440,0,41,16
3/9/2019,CN,Wuhan,o3,405,0,65,19
3/9/2019,US,Manhattan,o3,26,2,604,22
3/9/2019,US,Jacksonville,o3,144,2,22,17
3/9/2019,US,Houston,o3,115,6,28,20
3/10/2019,US,Manhattan,o3,30,4,604,31
3/10/2019,US,Houston,o3,111,1,33,12
3/10/2019,US,Los Angeles,o3,24,1,35,23
3/10/2019,CN,Wuhan,o3,248,2,59,18
3/10/2019,CN,Shanghai,o3,809,0,45,15
3/10/2019,US,Jacksonville,o3,144,3,19,14
3/10/2019,CN,Beijing,o3,425,0,51,12
3/11/2019,US,Manhattan,o3,31,15,604,34
3/11/2019,US,Houston,o3,114,1,31,12
3/11/2019,US,Jacksonville,o3,135,0,22,12
3/11/2019,US,Los Angeles,o3,23,1,36,15
3/11/2019,CN,Shanghai,o3,721,0,62,16
3/11/2019,CN,Wuhan,o3,121,1,65,23
3/11/2019,CN,Beijing,o3,425,0,44,28
3/12/2019,US,Manhattan,o3,29,27,604,33
3/12/2019,US,Los Angeles,o3,24,5,37,21
3/12/2019,US,Jacksonville,o3,138,10,23,18
3/12/2019,CN,Beijing,o3,432,4,42,30
3/12/2019,US,Houston,o3,112,1,29,12
3/12/2019,CN,Shanghai,o3,794,1,58,30
3/12/2019,CN,Wuhan,o3,385,1,65,16
3/13/2019,CN,Beijing,o3,451,0,45,25
3/13/2019,CN,Wuhan,o3,400,0,59,16
3/13/2019,US,Los Angeles,o3,24,2,41,21
3/13/2019,CN,Shanghai,o3,800,1,50,30
3/13/2019,US,Manhattan,o3,40,3,604,22
3/13/2019,US,Jacksonville,o3,133,16,23,21
3/13/2019,US,Houston,o3,116,9,41,15
3/14/2019,CN,Shanghai,o3,805,4,49,30
3/14/2019,US,Los Angeles,o3,24,1,42,8
3/14/2019,US,Jacksonville,o3,144,4,23,20
3/14/2019,US,Manhattan,o3,40,5,604,34
3/14/2019,US,Houston,o3,113,1,46,28
3/14/2019,CN,Wuhan,o3,356,2,68,21
3/14/2019,CN,Beijing,o3,437,0,46,28
3/15/2019,CN,Shanghai,o3,812,1,60,24
3/15/2019,CN,Beijing,o3,438,6,42,31
3/15/2019,US,Los Angeles,o3,24,1,41,6
3/15/2019,US,Houston,o3,119,20,42,33
3/15/2019,US,Jacksonville,o3,144,9,23,18
3/15/2019,CN,Wuhan,o3,253,0,71,30
3/15/2019,US,Manhattan,o3,26,2,604,27
3/16/2019,US,Los Angeles,o3,22,1,47,7
3/16/2019,US,Manhattan,o3,27,25,604,34
3/16/2019,CN,Shanghai,o3,808,1,65,32
3/16/2019,US,Jacksonville,o3,144,5,19,16
3/16/2019,CN,Wuhan,o3,370,1,79,15
3/16/2019,US,Houston,o3,113,8,47,29
3/16/2019,CN,Beijing,o3,411,0,42,17
3/17/2019,CN,Beijing,o3,403,0,57,19
3/17/2019,US,Manhattan,o3,24,27,36,31
3/17/2019,CN,Wuhan,o3,377,0,58,10
3/17/2019,US,Houston,o3,119,1,46,23
3/17/2019,US,Jacksonville,o3,144,8,22,16
3/17/2019,US,Los Angeles,o3,24,2,51,20
3/17/2019,CN,Shanghai,o3,808,1,72,35
3/18/2019,US,Los Angeles,o3,24,2,55,21
3/18/2019,CN,Wuhan,o3,407,1,63,22
3/18/2019,US,Jacksonville,o3,138,5,23,14
3/18/2019,US,Houston,o3,91,1,51,29
3/18/2019,CN,Beijing,o3,419,0,67,16
3/18/2019,US,Manhattan,o3,33,2,604,32
3/18/2019,CN,Shanghai,o3,784,2,55,36
3/19/2019,US,Manhattan,o3,36,6,604,31
3/19/2019,CN,Shanghai,o3,785,0,59,35
3/19/2019,US,Jacksonville,o3,144,4,24,21
3/19/2019,CN,Wuhan,o3,405,1,60,21
3/19/2019,US,Houston,o3,110,1,55,31
3/19/2019,CN,Beijing,o3,385,0,66,29
3/19/2019,US,Los Angeles,o3,23,1,39,30
3/20/2019,US,Houston,o3,84,1,68,39
3/20/2019,US,Manhattan,o3,33,1,604,34
3/20/2019,CN,Shanghai,o3,796,0,59,41
3/20/2019,CN,Beijing,o3,445,0,55,24
3/20/2019,US,Jacksonville,o3,144,6,27,23
3/20/2019,CN,Wuhan,o3,407,1,58,21
3/20/2019,US,Los Angeles,o3,24,8,36,28
3/21/2019,US,Houston,o3,116,1,58,36
3/21/2019,CN,Wuhan,o3,406,1,55,25
3/21/2019,US,Jacksonville,o3,138,1,31,24
3/21/2019,US,Los Angeles,o3,24,1,34,15
3/21/2019,CN,Beijing,o3,446,1,39,30
3/21/2019,US,Manhattan,o3,26,7,604,23
3/21/2019,CN,Shanghai,o3,798,3,50,27
3/22/2019,US,Houston,o3,117,1,66,32
3/22/2019,CN,Wuhan,o3,405,7,49,19
3/22/2019,US,Manhattan,o3,24,19,604,34
3/22/2019,CN,Shanghai,o3,811,20,45,35
3/22/2019,CN,Beijing,o3,441,0,44,30
3/22/2019,US,Jacksonville,o3,144,9,23,19
3/22/2019,US,Los Angeles,o3,24,1,39,19
3/23/2019,CN,Shanghai,o3,809,9,57,34
3/23/2019,US,Jacksonville,o3,144,5,27,19
3/23/2019,US,Los Angeles,o3,24,2,37,17
3/23/2019,US,Manhattan,o3,24,23,604,31
3/23/2019,US,Houston,o3,96,1,58,41
3/23/2019,CN,Beijing,o3,454,6,44,32
3/23/2019,CN,Wuhan,o3,408,1,60,19
3/24/2019,US,Manhattan,o3,25,19,604,34
3/24/2019,CN,Shanghai,o3,814,2,60,41
3/24/2019,CN,Beijing,o3,446,0,45,18
3/24/2019,US,Jacksonville,o3,138,1,25,19
3/24/2019,US,Houston,o3,120,2,50,30
3/24/2019,US,Los Angeles,o3,24,1,44,20
3/24/2019,CN,Wuhan,o3,381,0,61,11
3/25/2019,US,Manhattan,o3,30,19,604,32
